,mentee_intake_id,first_name,last_name,email,profile_id,gender,formerly_incarcerated,convictions_list,veteran_status,intention,tech_stack,career_development,known_languages,date_submitted
142,143,Ayaan,Bennet,Ayaan_Bennet@icloud.com,688804400725012607,Female,True,"['Battery', 'First Offense Prostitution', 'Aggrivated Battery', 'Resisting an Officer without Violence']",False,Programming Readiness,Web3,None,None,2021-02-22
143,144,Leland,Moore,Leland_Moore@myspace.com,7881198472776907903,Male,True,['Resisting an Officer without Violence'],False,Programming Readiness,Backend,None,Java,2020-07-06
144,145,Otis,Chavez,Otis_Chavez@aol.com,8157815614117995889,Non-binary,True,"['First Offense Prostitution', 'Petit Theft', 'Agrivated Assult']",False,Programming Readiness,Data Science,None,Python,2021-04-08
145,146,Rafael,Miller,Rafael_Miller@hotmail.com,1429999967781549233,Male,True,"['Aggrivated Battery', 'Battery on Law Enforcement Officer', 'Homicide', 'Felony Battery']",False,Programming Readiness,Data Science,None,None,2021-12-15
146,147,Rosalia,Cook,Rosalia_Cook@yahoo.com,2315628646198208905,Non-binary,True,"['Agrivated Assult', 'Felony Battery', 'Petit Theft']",False,Programming Readiness,Web3,None,None,2021-06-12
147,148,Isaiah,Green,Isaiah_Green@gmail.com,8644572480522025729,Female,True,"['Agrivated Assult', 'Loitering and Prowling', 'Driving on a Suspended License']",False,Career Readiness,None,"['Resume Help', 'Job Searching']",None,2021-01-26
148,149,Leonardo,Adams,Leonardo_Adams@gmail.com,1197514594515441112,Female,False,None,False,Career Readiness,None,"['Resume Help', 'Interview Preperation', 'Job Searching']",None,2020-01-25
149,150,Carter,Nelson,Carter_Nelson@myspace.com,8813781099775899271,Female,True,"['Loitering and Prowling', 'Battery', 'Aggrivated Battery', 'Battery on Law Enforcement Officer']",False,Life Coaching,None,None,HTML,2020-08-30
150,151,Gordon,Hall,Gordon_Hall@icloud.com,293318182041013070,Non-binary,True,"['Homicide', 'Battery', 'First Offense Prostitution']",False,Programming Readiness,Web3,None,Java,2020-08-18
151,152,Jacqueline,Gonzales,Jacqueline_Gonzales@icloud.com,5020941862436508249,Male,True,"['Battery on Law Enforcement Officer', 'Loitering and Prowling', 'Agrivated Assult', 'Homicide']",False,Programming Readiness,Android,None,None,2021-06-19
152,153,Harley,Flores,Harley_Flores@yahoo.com,384960342525718692,Female,True,"['Marijuana Possession', 'Homicide']",False,Programming Readiness,Data Science,None,Python,2021-01-11
153,154,Bexley,Jackson,Bexley_Jackson@hotmail.com,4483966494456731730,Female,False,None,False,Programming Readiness,Web3,None,None,2021-01-27
154,155,Myra,Moore,Myra_Moore@myspace.com,3770017618260875327,Female,True,"['Homicide', 'Petit Theft']",False,Programming Readiness,Android,None,None,2020-08-25
155,156,Isabel,Thomas,Isabel_Thomas@icloud.com,5361447089856794997,Male,True,"['Agrivated Assult', 'Battery', 'Battery on Law Enforcement Officer']",False,Career Readiness,None,['Job Searching'],None,2021-01-10
156,157,Kaison,Patel,Kaison_Patel@aol.com,2008909148406272088,Non-binary,True,"['Battery', 'Tax Evasion', 'Felony Battery']",False,Life Coaching,None,None,None,2020-11-24
157,158,Landry,Price,Landry_Price@gmail.com,1262549972136368068,Non-binary,True,['Aggrivated Battery'],False,Programming Readiness,Data Science,None,HTML,2020-03-27
158,159,Marceline,Anderson,Marceline_Anderson@hotmail.com,4881580311524795188,Female,True,"['Petit Theft', 'Driving on a Suspended License']",False,Programming Readiness,Web Development,None,HTML,2021-08-23
159,160,Sevyn,Gray,Sevyn_Gray@hotmail.com,8220156105396444799,Male,True,"['Felony Battery', 'Agrivated Assult']",False,Career Readiness,None,['Interview Preperation'],None,2021-10-13
160,161,Harry,Roberts,Harry_Roberts@myspace.com,3187202948399612371,Male,True,"['Loitering and Prowling', 'Resisting an Officer without Violence']",False,Programming Readiness,Data Science,None,Python,2021-12-31
161,162,Anaya,Jackson,Anaya_Jackson@yahoo.com,3310985861645139918,Male,True,['Aggrivated Battery'],False,Career Readiness,None,['Job Searching'],None,2021-03-19
162,163,Joel,Flores,Joel_Flores@icloud.com,6649912553260523799,Male,True,"['Aggrivated Battery', 'Petit Theft', 'Homicide']",False,Career Readiness,None,['Job Searching'],None,2021-05-14
163,164,Braylon,Morris,Braylon_Morris@aol.com,930105141665914433,Female,True,['Agrivated Assult'],False,Career Readiness,None,"['Interview Preperation', 'Resume Help']",None,2020-11-14
164,165,Vincent,Perez,Vincent_Perez@aol.com,536921350074852141,Female,True,"['Homicide', 'Battery', 'Tax Evasion', 'Driving on a Suspended License']",False,Programming Readiness,IOS,None,Java,2020-11-27
165,166,Kira,Bennet,Kira_Bennet@gmail.com,4927870509716257958,Non-binary,True,"['Agrivated Assult', 'Homicide', 'Loitering and Prowling', 'Drug Possession']",False,Career Readiness,None,"['Resume Help', 'Job Searching']",Java,2020-03-24
166,167,Ariana,Morris,Ariana_Morris@aol.com,618517944179036661,Female,True,"['Petit Theft', 'Homicide', 'Drug Possession']",False,Career Readiness,None,"['Resume Help', 'Interview Preperation']",None,2020-08-06
167,168,Finley,Cook,Finley_Cook@icloud.com,2878246718909648869,Non-binary,True,"['Homicide', 'Petit Theft', 'Tax Evasion']",False,Programming Readiness,Android,None,None,2021-06-21
168,169,Walker,Hill,Walker_Hill@icloud.com,3427381711746781039,Female,True,['Battery'],False,Life Coaching,None,None,None,2021-09-25
169,170,Kayson,Evans,Kayson_Evans@gmail.com,9039603382929421744,Female,True,"['Loitering and Prowling', 'First Offense Prostitution']",False,Programming Readiness,Web3,None,None,2021-12-11
170,171,Moshe,Smith,Moshe_Smith@myspace.com,7295775808773127531,Female,True,"['Resisting an Officer without Violence', 'Driving on a Suspended License', 'Battery']",False,Programming Readiness,Data Science,None,None,2020-12-28
171,172,Rosalee,Torres,Rosalee_Torres@hotmail.com,2570075597768442909,Non-binary,True,"['Drug Possession', 'Loitering and Prowling', 'Battery on Law Enforcement Officer']",False,Programming Readiness,Web Development,None,None,2021-03-29
172,173,Jagger,Ortiz,Jagger_Ortiz@aol.com,5818035216050605939,Male,True,"['Battery on Law Enforcement Officer', 'Petit Theft']",False,Life Coaching,None,None,None,2021-04-19
173,174,Jake,Hughes,Jake_Hughes@aol.com,8254765961673442681,Non-binary,False,None,False,Life Coaching,None,None,HTML,2021-02-26
174,175,Zayne,Evans,Zayne_Evans@hotmail.com,4046433693380276823,Female,True,['Petit Theft'],False,Career Readiness,None,"['Interview Preperation', 'Resume Help']",Python,2020-04-14
175,176,Maximilian,Ramirez,Maximilian_Ramirez@aol.com,894465836701230011,Male,True,"['Loitering and Prowling', 'Aggrivated Battery']",False,Programming Readiness,Backend,None,Python,2021-04-23
176,177,Darius,Cruz,Darius_Cruz@icloud.com,4633507761270925147,Male,True,"['Driving on a Suspended License', 'Petit Theft', 'Battery', 'Battery on Law Enforcement Officer']",False,Programming Readiness,Web Development,None,None,2020-04-07
177,178,Ulises,Ramirez,Ulises_Ramirez@icloud.com,2487629735820497658,Male,True,"['Aggrivated Battery', 'Homicide', 'Resisting an Officer without Violence', 'Driving on a Suspended License']",False,Programming Readiness,Web3,None,None,2021-02-04
178,179,Elliot,Sanchez,Elliot_Sanchez@aol.com,4543373220579468807,Female,True,"['Felony Battery', 'Loitering and Prowling', 'Driving on a Suspended License']",False,Programming Readiness,Web3,None,Java,2020-01-22
179,180,Marley,Taylor,Marley_Taylor@myspace.com,1876367765640692313,Non-binary,True,"['Drug Possession', 'First Offense Prostitution', 'Petit Theft']",False,Programming Readiness,Backend,None,None,2020-02-01
180,181,Adam,Rivera,Adam_Rivera@yahoo.com,7448402497803086012,Non-binary,True,"['Battery on Law Enforcement Officer', 'Driving on a Suspended License', 'Petit Theft']",False,Programming Readiness,Data Science,None,None,2021-12-02
181,182,Jaxon,Campbell,Jaxon_Campbell@yahoo.com,98692027017070681,Female,True,['Felony Battery'],False,Programming Readiness,Web Development,None,None,2021-03-13
182,183,Gloria,Thompson,Gloria_Thompson@aol.com,3762066522249322854,Non-binary,True,"['Drug Possession', 'Marijuana Possession', 'Loitering and Prowling', 'Driving on a Suspended License']",False,Career Readiness,None,['Job Searching'],None,2020-08-15
183,184,Gael,Roberts,Gael_Roberts@yahoo.com,3671678345564723410,Female,True,"['Drug Possession', 'Felony Battery', 'Resisting an Officer without Violence', 'Battery on Law Enforcement Officer']",False,Programming Readiness,Android,None,None,2020-11-28
184,185,Eliana,Anderson,Eliana_Anderson@myspace.com,4783490102773491053,Female,True,"['Petit Theft', 'Aggrivated Battery']",False,Programming Readiness,Data Science,None,Python,2020-01-21
185,186,Jillian,Carter,Jillian_Carter@icloud.com,8213668707191110690,Male,True,"['Driving on a Suspended License', 'First Offense Prostitution', 'Marijuana Possession']",True,Programming Readiness,Android,None,Python,2021-01-03
186,187,Van,Hughes,Van_Hughes@icloud.com,867212566819221446,Female,True,"['Petit Theft', 'Battery', 'Felony Battery']",False,Programming Readiness,Web Development,None,None,2021-02-27
187,188,Layton,Harris,Layton_Harris@hotmail.com,4165121871124545874,Non-binary,False,None,False,Life Coaching,None,None,None,2021-09-15
188,189,Malachi,Garcia,Malachi_Garcia@myspace.com,7515218288465397787,Female,True,"['Homicide', 'Loitering and Prowling', 'First Offense Prostitution']",False,Programming Readiness,Android,None,Java,2020-05-09
189,190,Ahmed,Parker,Ahmed_Parker@aol.com,3465738913421394093,Male,True,"['Driving on a Suspended License', 'Loitering and Prowling']",False,Career Readiness,None,['Interview Preperation'],Java,2020-07-07
190,191,Ledger,Watson,Ledger_Watson@gmail.com,277546588424135440,Female,True,['Homicide'],False,Life Coaching,None,None,None,2020-08-01
191,192,Levi,Jimenez,Levi_Jimenez@icloud.com,232122405465979206,Female,False,None,False,Career Readiness,None,"['Job Searching', 'Resume Help']",None,2021-04-27
192,193,Chanel,Morgan,Chanel_Morgan@yahoo.com,7363863642610353237,Non-binary,True,"['Homicide', 'First Offense Prostitution', 'Loitering and Prowling']",False,Programming Readiness,IOS,None,None,2021-10-18
193,194,Francis,Patel,Francis_Patel@hotmail.com,5972620828648464136,Non-binary,True,['Petit Theft'],False,Career Readiness,None,"['Interview Preperation', 'Job Searching', 'Resume Help']",None,2020-03-31
194,195,Kaden,Campbell,Kaden_Campbell@gmail.com,3464517072852296005,Male,False,None,False,Programming Readiness,Web Development,None,None,2020-03-13
195,196,Coraline,Kelly,Coraline_Kelly@hotmail.com,2110843396637869622,Male,False,None,True,Programming Readiness,Web3,None,None,2020-03-17
196,197,Keith,Peterson,Keith_Peterson@myspace.com,4111441171719043320,Female,True,"['Aggrivated Battery', 'Battery on Law Enforcement Officer', 'First Offense Prostitution']",False,Programming Readiness,Backend,None,HTML,2020-02-06
197,198,Fernanda,Harris,Fernanda_Harris@icloud.com,9149121249377496685,Female,True,"['Tax Evasion', 'Agrivated Assult', 'First Offense Prostitution', 'Aggrivated Battery']",False,Programming Readiness,Web3,None,None,2020-02-25
198,199,Miles,Stewart,Miles_Stewart@gmail.com,3823716154968672630,Female,True,"['Felony Battery', 'Driving on a Suspended License', 'Resisting an Officer without Violence']",False,Programming Readiness,Data Science,None,Python,2020-05-04
199,200,Bodhi,Brooks,Bodhi_Brooks@aol.com,6808605582842674042,Female,True,"['Tax Evasion', 'Battery on Law Enforcement Officer']",True,Career Readiness,None,['Interview Preperation'],None,2020-10-31
200,201,Jaycee,Nguyen,Jaycee_Nguyen@hotmail.com,1914965858036654120,Female,True,['First Offense Prostitution'],False,Life Coaching,None,None,None,2021-10-24
201,202,Brandon,Jackson,Brandon_Jackson@yahoo.com,1371920988107468968,Male,True,['Driving on a Suspended License'],False,Life Coaching,None,None,Python,2021-12-15
202,203,Dante,Adams,Dante_Adams@hotmail.com,8997171613678599693,Non-binary,True,"['Resisting an Officer without Violence', 'Battery on Law Enforcement Officer', 'Homicide', 'Drug Possession']",False,Life Coaching,None,None,None,2020-01-16
203,204,Caspian,White,Caspian_White@yahoo.com,1807455025143072469,Non-binary,True,"['Felony Battery', 'Tax Evasion', 'Petit Theft', 'Battery on Law Enforcement Officer']",False,Programming Readiness,Web3,None,None,2020-09-25
204,205,Meadow,Allen,Meadow_Allen@aol.com,4703426974914975013,Male,True,"['Loitering and Prowling', 'Aggrivated Battery', 'Battery on Law Enforcement Officer']",False,Programming Readiness,Android,None,None,2020-10-26
205,206,Vincenzo,Mendoza,Vincenzo_Mendoza@aol.com,3750525514179583596,Female,True,"['Resisting an Officer without Violence', 'Battery on Law Enforcement Officer', 'Homicide']",True,Programming Readiness,Web3,None,None,2021-07-06
206,207,Rohan,Carter,Rohan_Carter@aol.com,2753908651552690990,Female,True,['Battery'],False,Career Readiness,None,['Job Searching'],None,2020-01-29
207,208,Kalel,Lewis,Kalel_Lewis@aol.com,1749732585219355837,Female,True,"['Loitering and Prowling', 'Aggrivated Battery', 'Agrivated Assult', 'Drug Possession']",False,Career Readiness,None,"['Job Searching', 'Resume Help']",Python,2020-05-31
208,209,Bentley,Edwards,Bentley_Edwards@aol.com,4152280654126425492,Non-binary,True,"['Felony Battery', 'Battery on Law Enforcement Officer']",False,Programming Readiness,IOS,None,None,2020-05-19
209,210,Malani,Roberts,Malani_Roberts@myspace.com,1162157058985440039,Male,True,"['Driving on a Suspended License', 'Battery', 'First Offense Prostitution', 'Drug Possession']",False,Career Readiness,None,['Job Searching'],None,2021-11-09
210,211,Aria,Peterson,Aria_Peterson@aol.com,7901079279092288121,Male,True,"['Aggrivated Battery', 'Petit Theft', 'Drug Possession']",False,Programming Readiness,Android,None,None,2020-01-07
211,212,Lennox,Diaz,Lennox_Diaz@hotmail.com,7583470748737989800,Non-binary,True,"['Agrivated Assult', 'Resisting an Officer without Violence', 'Tax Evasion']",False,Programming Readiness,IOS,None,None,2020-01-04
212,213,Yehuda,Gonzales,Yehuda_Gonzales@hotmail.com,2435426389826217290,Female,False,None,False,Programming Readiness,IOS,None,None,2021-11-30
213,214,Cason,Baker,Cason_Baker@gmail.com,424342842238425731,Female,True,"['Drug Possession', 'Battery', 'Aggrivated Battery', 'Felony Battery']",False,Programming Readiness,Android,None,Python,2020-03-27
214,215,Westley,Watson,Westley_Watson@icloud.com,1639586439567043031,Female,True,"['Homicide', 'Driving on a Suspended License']",False,Programming Readiness,Web3,None,None,2020-10-11
215,216,Corinne,Gutierrez,Corinne_Gutierrez@aol.com,7526271130060457263,Male,False,None,False,Programming Readiness,Web Development,None,None,2020-05-27
216,217,Matthias,Hall,Matthias_Hall@myspace.com,1025718514780757801,Female,True,"['Felony Battery', 'Aggrivated Battery', 'First Offense Prostitution']",False,Career Readiness,None,"['Resume Help', 'Job Searching', 'Interview Preperation']",Java,2021-01-10
217,218,Fabian,Morris,Fabian_Morris@aol.com,1279742507783801915,Male,True,"['Resisting an Officer without Violence', 'Marijuana Possession', 'Tax Evasion']",False,Programming Readiness,Data Science,None,None,2020-10-09
218,219,Riggs,Ramirez,Riggs_Ramirez@aol.com,1507050750068060621,Male,True,"['Tax Evasion', 'Petit Theft']",False,Programming Readiness,Android,None,None,2020-12-24
219,220,Winston,Turner,Winston_Turner@yahoo.com,3331659143784880010,Non-binary,True,"['Battery on Law Enforcement Officer', 'Resisting an Officer without Violence']",False,Programming Readiness,Web3,None,None,2020-02-18
220,221,Arielle,Walker,Arielle_Walker@myspace.com,6149953112727719233,Female,True,['Homicide'],True,Programming Readiness,Backend,None,Python,2020-11-21
221,222,Caroline,Nelson,Caroline_Nelson@hotmail.com,2704470770831139747,Non-binary,True,['Felony Battery'],False,Programming Readiness,Web3,None,Java,2021-05-31
222,223,David,Lopez,David_Lopez@icloud.com,6196020218216850740,Male,True,"['Tax Evasion', 'Agrivated Assult', 'Battery on Law Enforcement Officer', 'Felony Battery']",False,Career Readiness,None,['Interview Preperation'],None,2021-04-25
223,224,Zane,Roberts,Zane_Roberts@hotmail.com,4361602033393877557,Male,True,"['Driving on a Suspended License', 'Petit Theft', 'Felony Battery', 'Battery on Law Enforcement Officer']",True,Career Readiness,None,"['Interview Preperation', 'Resume Help', 'Job Searching']",None,2020-12-13
224,225,Alexis,Gray,Alexis_Gray@aol.com,5069921897518750439,Female,True,"['Battery on Law Enforcement Officer', 'Loitering and Prowling', 'Felony Battery']",False,Career Readiness,None,"['Resume Help', 'Job Searching', 'Interview Preperation']",None,2020-05-12
225,226,Avery,James,Avery_James@gmail.com,1451603755751029347,Non-binary,True,"['Resisting an Officer without Violence', 'Marijuana Possession', 'Aggrivated Battery', 'Battery']",False,Programming Readiness,Android,None,None,2020-10-14
226,227,Mckenzie,James,Mckenzie_James@aol.com,981301578474727622,Non-binary,True,"['Resisting an Officer without Violence', 'Aggrivated Battery', 'Petit Theft', 'Felony Battery']",False,Career Readiness,None,"['Interview Preperation', 'Resume Help', 'Job Searching']",None,2021-07-04
227,228,Damien,Lewis,Damien_Lewis@aol.com,3001779679979583905,Male,True,"['Loitering and Prowling', 'Marijuana Possession', 'Agrivated Assult']",False,Career Readiness,None,"['Job Searching', 'Resume Help', 'Interview Preperation']",None,2021-01-27
228,229,Riley,Harris,Riley_Harris@gmail.com,7047085111523073279,Non-binary,True,"['Marijuana Possession', 'Driving on a Suspended License', 'Petit Theft']",False,Programming Readiness,Web Development,None,None,2021-09-06
229,230,Greyson,Ward,Greyson_Ward@icloud.com,2818629994954626010,Male,False,None,False,Programming Readiness,Web3,None,None,2020-10-05
230,231,Leo,Rogers,Leo_Rogers@icloud.com,6825834085959888262,Non-binary,True,"['Loitering and Prowling', 'Battery', 'Battery on Law Enforcement Officer', 'Petit Theft']",False,Programming Readiness,Data Science,None,None,2021-09-26
231,232,Esme,Price,Esme_Price@yahoo.com,3405381909056426471,Female,True,"['Homicide', 'Resisting an Officer without Violence']",False,Career Readiness,None,"['Job Searching', 'Resume Help', 'Interview Preperation']",None,2020-11-11
232,233,Mauricio,Gomez,Mauricio_Gomez@yahoo.com,1692581358263067255,Non-binary,True,"['Marijuana Possession', 'Homicide']",False,Life Coaching,None,None,None,2021-11-15
233,234,Ellie,Chavez,Ellie_Chavez@gmail.com,7408518646054823153,Non-binary,True,"['Resisting an Officer without Violence', 'Agrivated Assult']",False,Programming Readiness,IOS,None,None,2020-03-22
234,235,Nala,Campbell,Nala_Campbell@aol.com,6988296557233896908,Female,True,"['First Offense Prostitution', 'Tax Evasion', 'Homicide']",False,Programming Readiness,Web Development,None,Python,2021-07-19
235,236,Casen,Rivera,Casen_Rivera@icloud.com,5245209657808244403,Non-binary,True,['Homicide'],False,Programming Readiness,Web Development,None,None,2020-05-11
236,237,Tessa,Chavez,Tessa_Chavez@gmail.com,470961397154786505,Non-binary,True,"['Battery on Law Enforcement Officer', 'First Offense Prostitution']",False,Programming Readiness,Data Science,None,None,2020-04-19
237,238,Jamal,Turner,Jamal_Turner@hotmail.com,8151095523360439269,Male,True,"['Homicide', 'Marijuana Possession']",False,Programming Readiness,Backend,None,None,2021-02-16
238,239,Callen,Gray,Callen_Gray@aol.com,1385058774797248627,Non-binary,True,"['Battery on Law Enforcement Officer', 'Felony Battery']",False,Programming Readiness,Web Development,None,Java,2021-10-22
239,240,Evan,Hughes,Evan_Hughes@gmail.com,4304053215971543656,Male,True,['Battery on Law Enforcement Officer'],False,Programming Readiness,Data Science,None,None,2020-07-04
240,241,Ezra,Sanchez,Ezra_Sanchez@aol.com,4107627290858017322,Female,True,"['Petit Theft', 'First Offense Prostitution']",False,Career Readiness,None,['Job Searching'],None,2021-04-23
241,242,Keaton,Lewis,Keaton_Lewis@aol.com,8590348249134830883,Non-binary,True,"['Loitering and Prowling', 'Petit Theft', 'Agrivated Assult']",False,Career Readiness,None,['Resume Help'],None,2021-11-12
242,243,Jad,Evans,Jad_Evans@yahoo.com,7232007005971974446,Non-binary,True,"['Driving on a Suspended License', 'First Offense Prostitution', 'Resisting an Officer without Violence']",False,Life Coaching,None,None,None,2021-04-19
243,244,Lexie,Gomez,Lexie_Gomez@icloud.com,4286917652288523249,Female,True,"['Aggrivated Battery', 'Tax Evasion', 'Battery', 'Driving on a Suspended License']",False,Career Readiness,None,"['Resume Help', 'Interview Preperation', 'Job Searching']",None,2020-02-16
244,245,Kora,Mendoza,Kora_Mendoza@aol.com,2095687277674481935,Non-binary,True,"['Drug Possession', 'Resisting an Officer without Violence']",False,Career Readiness,None,"['Interview Preperation', 'Job Searching', 'Resume Help']",None,2021-05-13
245,246,Roland,Murphy,Roland_Murphy@gmail.com,5415130617805042622,Non-binary,True,"['Agrivated Assult', 'Battery on Law Enforcement Officer']",False,Programming Readiness,Android,None,Python,2021-03-22
246,247,Greta,Chavez,Greta_Chavez@gmail.com,7589112139100734702,Female,True,"['Aggrivated Battery', 'Homicide', 'Battery on Law Enforcement Officer']",False,Career Readiness,None,"['Interview Preperation', 'Resume Help']",None,2020-06-26
247,248,Cassius,Hernandez,Cassius_Hernandez@yahoo.com,5155485419978683475,Female,True,"['Loitering and Prowling', 'Felony Battery']",False,Career Readiness,None,"['Interview Preperation', 'Resume Help']",Python,2021-12-05
248,249,Kyson,Patel,Kyson_Patel@gmail.com,4323035863476118210,Male,False,None,False,Programming Readiness,IOS,None,None,2020-06-09
249,250,Esteban,Gonzales,Esteban_Gonzales@icloud.com,1734323151336616772,Female,True,"['Tax Evasion', 'Marijuana Possession']",False,Career Readiness,None,"['Resume Help', 'Interview Preperation', 'Job Searching']",None,2020-03-09
